Glasscock|01383872|[-11329662.9257, 3717567.2413000017, -11272681.9158, 3774806.764000002]
Loving|01383936|[-11575439.8311, 3717536.366700001, -11502254.485, 3763384.042600001]
Carbon|01720111|[-12222733.7026, 5621437.705799997, -12033421.6202, 5722629.853799997]
Gila|00040471|[-12436687.3167, 3893137.7069000006, -12245209.7365, 4096017.3769000005]
Del Norte|01682074|[-13832115.5422, 5068670.071599998, -13749951.993399998, 5161137.054699997]
Fremont|00198137|[-11801286.594, 4615873.746699996, -11681909.2127, 4678392.021199997]
Routt|00198169|[-11960456.0486, 4854131.718199998, -11869565.6633, 5012850.616399998]
Adams|00395067|[-13013209.9841, 5534388.6734, -12923014.035999998, 5663832.784]
Clearwater|00395697|[-12963810.8913, 5823056.023100004, -12756682.146, 5931390.689600004]
Blaine|00395696|[-12801360.933, 5253713.226300001, -12579915.3521, 5464356.523100001]
Cassia|00395698|[-12722336.740600001, 5159191.507799998, -12579195.2058, 5264586.013999998]
Wichita|00485062|[-11306441.3947, 4616667.272500001, -11257233.2698, 4679015.527300001]
Jefferson|01720045|[-12534346.323800001, 5739957.818899997, -12429939.8548, 5872092.047399997]
Ravalli|01719582|[-12753449.3873, 5694124.5678, -12636487.2029, 5886918.7658]
Jefferson|01155132|[-13564189.355, 5526003.1602, -13399686.9582, 5594114.578]
Marion|01135859|[-13712441.567200001, 5571889.595299996, -13551268.953800002, 5666529.438299997]
Cochran|01383825|[-11472215.4026, 3946959.1846999973, -11420805.900799999, 4005344.9091999973]
Winkler|01384033|[-11502369.9211, 3717626.3411, -11443464.421, 3774756.9603999997]
Juab|01455158|[-12695742.4692, 4766820.0427, -12421559.2803, 4867637.1043]
Ferry|01531821|[-13232512.9786, 6078680.543799996, -13147336.965699999, 6274931.469899996]
Whitman|01533501|[-13163442.6227, 5847445.384499997, -13028767.7206, 5984691.0738999965]
Sheridan|01605081|[-12012656.8575, 5552013.987899996, -11800944.3783, 5621755.566999996]
Yavapai|00042809|[-12616302.364799999, 4013011.0216000006, -12407819.3832, 4236299.0919]
Plumas|00277296|[-13525083.6276, 4807589.969700001, -13369398.722299999, 4931511.236200001]
Shasta|01682610|[-13699961.8969, 4907500.012100004, -13505279.4494, 5039602.339800004]
Arapahoe|00198118|[-11694585.6272, 4802728.077, -11544561.0959, 4828351.340799999]
Rich|01448030|[-12413409.7227, 5033172.091700003, -12361561.9857, 5161215.111000002]
Walla Walla|01531819|[-13251631.5959, 5780326.924999997, -13134732.0838, 5878131.246899997]
Custer|00198129|[-11777257.8292, 4563857.1065, -11693922.9247, 4616957.3149]
Luna|00933057|[-12048104.1631, 3734938.6960999966, -11944228.9955, 3843062.1795999967]
Siskiyou|00277311|[-13772347.539099999, 5011206.446400002, -13519353.5814, 5162406.090400002]
Kearny|00485011|[-11303689.0149, 4542234.671499997, -11253251.253600001, 4616867.467299998]
Lincoln|01720038|[-12918628.7955, 6088619.7773, -12758558.023999998, 6275077.9741]
Mora|01702367|[-11768757.7794, 4266856.5348000005, -11613661.196700001, 4336774.130700001]
Garfield|01448023|[-12544507.9836, 4514055.130900003, -12237040.4864, 4601202.016700003]
Franklin|01531822|[-13297996.5174, 5811309.520300001, -13157772.1152, 5899566.704000001]
Pinal|00025447|[-12490463.982, 3829289.2255999967, -12295065.731500002, 3957336.8506999966]
Marin|00277285|[-13694977.8664, 4553317.608599998, -13627563.2162, 4624902.478199998]
San Joaquin|00277303|[-13534790.431400001, 4506476.283500001, -13460828.2992, 4621929.335200001]
Adams|00198116|[-11694485.332, 4827948.6043, -11544466.9229, 4866157.5742999995]
Summit|00198174|[-11848881.2716, 4772993.864600003, -11774898.4286, 4855037.899000003]
Powder River|01719584|[-11831004.3331, 5620522.494900003, -11686482.884200001, 5746537.988100003]
Eureka|00858640|[-12979963.436999999, 4744793.280299999, -12890226.673899999, 5012401.207399999]
Greenlee|00042807|[-12189011.1868, 3819384.586199999, -12139009.1352, 3999063.577299999]
Santa Cruz|00040472|[-12397292.545, 3675964.841300003, -12295430.962, 3728152.797000003]
Conejos|00198126|[-11875383.3007, 4438248.931199998, -11768477.376899999, 4495514.007999998]
Elbert|00198136|[-11651055.4626, 4702558.6054000035, -11545430.2765, 4803126.485200004]
Lincoln|00198152|[-11583409.4815, 4652637.048799999, -11483093.6846, 4803142.954099999]
Montezuma|00198157|[-12138950.729600001, 4438955.104599997, -12019158.023200002, 4528636.746799997]
Pueblo|00198166|[-11694189.0894, 4542016.749799997, -11583230.586800002, 4653494.280999997]
Washington|00198176|[-11544619.5364, 4803024.544299997, -11441413.8873, 4929863.094799997]
Yuma|00198178|[-11444049.4825, 4803340.3618, -11360133.485199999, 4930091.564]
Contra Costa|01675903|[-13628856.416299999, 4539754.1263, -13529131.947099999, 4593545.560099999]
Glenn|00277275|[-13685443.0415, 4776675.420699999, -13565004.793200001, 4836982.991199999]
Imperial|00277277|[-12924882.2971, 3844794.3315000013, -12741956.2437, 3953019.0249000015]
Placer|00277295|[-13523587.4684, 4680431.287600003, -13358614.2991, 4767103.342600003]
Kings|00277280|[-13393413.5173, 4271607.1699, -13299827.0994, 4368112.2006]
Lassen|01693324|[-13506655.5813, 4823551.199900001, -13357886.8474, 5039596.435200001]
Tuolumne|00277319|[-13431058.347, 4527809.6373, -13268859.700299999, 4640850.847399999]
San Francisco|00277302|[-13693847.9696, 4536110.876000002, -13617443.3391, 4560139.307600002]
Alamosa|00198117|[-11804248.0156, 4488878.222400002, -11738944.985399999, 4544494.667100002]
Chaffee|00198123|[-11866604.9969, 4639253.646200001, -11786289.8534, 4729970.685500002]
Bonneville|00395407|[-12525677.373300001, 5314923.721299998, -12361362.5258, 5407951.122499999]
Butte|00401703|[-12667940.260400001, 5355401.041299999, -12545143.6005, 5501720.063999998]
Canyon|00399406|[-13028042.1887, 5356257.0869999975, -12965771.2748, 5446915.343999998]
Custer|00399758|[-12835697.7837, 5398957.3923999965, -12614800.901700001, 5602512.732199997]
Gem|00395442|[-12992396.679, 5435602.112999998, -12930001.991999999, 5543843.010799998]
Jefferson|00399751|[-12545419.445, 5407287.376900002, -12426166.190200001, 5474493.513000002]
Madison|00394803|[-12465934.3091, 5407128.849100001, -12400849.3539, 5454649.818500001]
Payette|00394896|[-13022582.969700001, 5433403.363899998, -12963380.142, 5489090.240699998]
Benewah|00395190|[-13028842.566399999, 5945673.806599997, -12949682.119299999, 6010023.095799997]
Logan|00485019|[-11297190.859, 4678665.778399996, -11222300.101599999, 4741092.749499996]
Billings|01035616|[-11540157.3046, 5881811.784100004, -11469534.3167, 5996000.9305000035]
Divide|01034234|[-11582671.8294, 6212832.331, -11453173.7173, 6274841.8148]
Mountrail|01035307|[-11453198.424, 6065598.606700003, -11340282.014600001, 6198422.752400003]
Oliver|01034205|[-11328395.413, 5938975.238899998, -11229730.0241, 5990610.458299998]
Morrill|00835883|[-11507229.9002, 5077112.5891999975, -11425441.3357, 5161771.727699998]
Stark|01035618|[-11491701.2522, 5881851.339400001, -11365283.4622, 5943762.077900001]
Ward|01034231|[-11380628.0094, 6081532.8913, -11239985.4668, 6242211.6741]
Sheridan|00835902|[-11442866.1964, 5161705.962099999, -11355279.7655, 5311969.870999999]
Esmeralda|00858641|[-13183323.8341, 4435097.267499998, -13042769.6665, 4646576.117299998]
Humboldt|00863310|[-13283875.1931, 4942696.913800001, -13026339.7371, 5161037.2239000015]
Nye|00863599|[-13157550.4475, 4295698.2075999975, -12801836.8481, 4745109.410099997]
Carson City|00863219|[-13358841.773, 4733826.3455, -13308066.5594, 4757671.4221]
Catron|00929108|[-12139109.9897, 3922010.155199997, -11990364.748000002, 4107075.562499997]
Quay|00929110|[-11591669.2377, 4110287.2234999985, -11470502.9842, 4264914.910699998]
San Miguel|00929114|[-11768942.3466, 4169531.4628000036, -11536825.121, 4282888.517600004]
Torrance|00929112|[-11852296.496199999, 4063729.6912999973, -11720843.6219, 4169615.3561999975]
Valencia|00933052|[-11933970.956500001, 4087632.283399999, -11845616.548600001, 4158184.428399999]
Daniels|01637566|[-11816780.1184, 6200950.964100003, -11685573.6956, 6274812.940500003]
Stevens|00485056|[-11305249.1532, 4438468.428599998, -11250666.8521, 4493440.408299998]
Thomas|00485057|[-11286880.2277, 4740748.031900004, -11212101.012600001, 4803460.091600004]
Park|01720027|[-12361666.2444, 5620300.482299998, -12222712.7481, 5811284.403999998]
Stillwater|01719572|[-12252334.4559, 5647905.2255000025, -12116350.4374, 5801588.294700002]
Toole|01719566|[-12489314.77, 6143423.211900003, -12386505.838, 6274679.469400004]
Chase|00835836|[-11360359.9195, 4916820.610600002, -11281428.5919, 4968225.523800002]
Cherry|00835837|[-11364046.9673, 5173848.808399998, -11150600.4676, 5311874.900499998]
Coos|01135848|[-13856978.754900001, 5261329.191799998, -13770433.6521, 5405457.429099998]
Harney|01135852|[-13352094.0415, 5159751.142099999, -13157448.8644, 5472827.883099999]
Hood River|01155131|[-13572322.8298, 5662188.979800001, -13518708.6797, 5736635.886700001]
Morrow|01135860|[-13359090.746399999, 5620503.0901999995, -13263203.465599999, 5768412.4579]
Bailey|01383794|[-11471179.0987, 4005285.1423000023, -11423067.2528, 4070899.0455000023]
Umatilla|01156673|[-13295447.8367, 5620874.912299998, -13132687.1364, 5780509.457699998]
Briscoe|01383808|[-11295818.1364, 4070805.792300001, -11237140.174199998, 4129739.7373000006]
Castro|01383820|[-11413120.0761, 4070871.825000003, -11354368.6392, 4129714.398200003]
Crosby|01383839|[-11306006.9843, 3947820.4922999963, -11247587.3889, 4006484.5151999965]
Columbia|01513273|[-13162712.0286, 5780171.826499999, -13091525.7485, 5881041.919599999]
Island|01513272|[-13675120.786899999, 6090903.443000004, -13619896.5046, 6175600.7019000035]
Kitsap|01529223|[-13694944.728799999, 6008138.6065, -13633336.7713, 6097007.987199999]
Lewis|01531927|[-13733697.7378, 5842137.994199999, -13508880.0861, 5908578.841999998]
Gaines|01383868|[-11473134.9753, 3832054.1740999967, -11377153.838399999, 3889931.2886999967]
Hale|01383880|[-11364654.006, 4005285.148699999, -11306006.984299999, 4070926.6786999987]
Pend Oreille|01529157|[-13094458.9758, 6114438.780199997, -13027956.1465, 6274924.087399997]
Skamania|01529220|[-13608818.3781, 5708169.760700002, -13526963.3613, 5842823.244500002]
Howard|01383899|[-11320637.8072, 3774749.6098000035, -11262702.6806, 3832454.0864000036]
Lamb|01383926|[-11423116.6753, 4005285.148699999, -11364132.8041, 4070936.920499999]
Lubbock|01383937|[-11364132.8041, 3947130.644299999, -11305261.5855, 4006059.160199999]
Harding|01265792|[-11582286.9346, 5655042.472900003, -11459459.957899999, 5771594.617800003]
Daggett|01448019|[-12245224.9533, 4962671.263499998, -12139210.5902, 5012646.295599998]
Iron|01448025|[-12696264.4173, 4505426.414499998, -12519766.6675, 4600467.868499998]
Millard|01448027|[-12696006.3754, 4660457.768799998, -12469344.6188, 4801339.844399998]
Albany|01605066|[-11835810.600200001, 5011883.324199997, -11718763.479200002, 5226099.654899997]
Campbell|01605068|[-11802676.963100001, 5387592.337300003, -11696873.4371, 5621670.732200002]
Goshen|01605073|[-11650213.5999, 5095916.858400002, -11583076.8944, 5253082.720900002]
Johnson|01609191|[-11952536.067699999, 5387127.537299998, -11800810.905299999, 5553139.513399998]
Uinta|01605084|[-12361665.9494, 5011567.641199999, -12250488.5993, 5098249.486499999]
Washakie|01605085|[-12083816.388500001, 5388430.053800002, -11923513.603500001, 5491549.136100002]
Gilpin|00198139|[-11766557.3721, 4829094.751900002, -11732791.6022, 4856991.635000003]
Boundary|00395159|[-13027987.1664, 6190460.321099997, -12918534.568300001, 6275056.926599996]
Cochise|00025442|[-12296454.2092, 3676007.2080999985, -12139125.7907, 3819579.1061999984]
Navajo|00042808|[-12328735.0042, 3970861.1787, -12225855.6305, 4439701.3851]
Fresno|00277274|[-13460612.9952, 4287821.106299996, -13175841.5501, 4521069.235799996]
Mesa|00198154|[-12140533.0411, 4650300.843800001, -11953207.4642, 4774337.610900001]
